Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,3,3
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,5,5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,8,8
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,10,10
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,26,26
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,16,16
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,8,8
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,10,10
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,9,9
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,2,2
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,1,1
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Global Studies Grad Grp,International & Area Stds,16,14.5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,22,22
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,7,7
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,6,6
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,38,36.5
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,9,9
2004-05,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,22,22
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,11,11
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,16,16
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",7,7
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,1,1
2004-05,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Management Grad Grp,Range Management,5,5
2004-05,2,Masters/Professional,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,74,74
2004-05,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,Education,135,135
2004-05,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,57,57
2004-05,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Berkeley-Columbia Exec MBA,59,59
2004-05,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Business Administration,257,257
2004-05,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,166,166
2004-05,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Financial Engineering,59,59
2004-05,2,Masters/Professional,All,School of Information,School of Information,Information,Info Mgmt & Systems,35,35
2004-05,2,Masters/Professional,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,1,1
2004-05,2,Masters/Professional,All,School of Law,School of Law,Law,Law (JD),345,345
2004-05,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,Optometry,55,55
2004-05,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,2,2
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,7,7
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,12,12
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,1,1
2004-05,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,Public Health,144,144
2004-05,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,99,99
2004-05,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,18,18
2004-05,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,55,55
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Applied Sci & Tech Grad Grp,Applied Science & Tech,1,1
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,5,5
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,38,38
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,33,33
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,40,40
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,4,4
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mat Sci & Mineral Eng,2,2
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,8,8
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,47,47
2004-05,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,5,5
2004-05,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,4,4
2004-05,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,5,5
2004-05,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Environmental Planning,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,13,13
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,21,21
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,6,6
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,8,8
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,10,10
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Performance Studies Grad Grp,Performance Studies,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,4,4
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Romance Lang & Lit Grad Pgm,Romance Lang & Lit,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,4,4
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,9,9
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,7,7
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,2,2
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,16,16
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,31,31
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Biological Sciences Div,Neuroscience Graduate Program,Neuroscience,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,4,4
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,5,5
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Logic and Method of Science GG,Logic/Methodology of Science,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,25,25
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,40,40
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,8,8
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,7,7
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Medical Anthropology,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,1,1
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,21,21
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,3,3
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,5,5
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,30,30
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,5,5
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,19,19
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,23,23
2004-05,3,Doctoral,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,14,14
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,10,10
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,4,4
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,7,7
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt","Env Sci, Policy, & Mgmt",18,18
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Wildland Resource Science,3,3
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Metabolic Biology Grad Grp,Molecular & Biochem Nutrition,5,5
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Microbiology Grad Grp,Microbiology,2,2
2004-05,3,Doctoral,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,5,5
2004-05,3,Doctoral,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,1,1
2004-05,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Education,41,41
2004-05,3,Doctoral,All,Grad School of Education,Grad School of Education,Education,Special Education,2,2
2004-05,3,Doctoral,All,Grad School of Education,Grad School of Education,Science & Math Educ Grad Grp,Science & Math Education,2,2
2004-05,3,Doctoral,All,Graduate Division,Graduate Division,Interdisciplinary Doctoral Pgm,Grad Div Individual Major,3,3
2004-05,3,Doctoral,All,Haas School of Business,Haas School of Business,Business,Business Administration,17,17
2004-05,3,Doctoral,All,School of Information,School of Information,Information,Info Mgmt & Systems,1,1
2004-05,3,Doctoral,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,3,3
2004-05,3,Doctoral,All,School of Law,School of Law,Law,Law (JD),2,2
2004-05,3,Doctoral,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,3,3
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,3,3
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,4,4
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Epidemiology Grad Grp,Epidemiology,5,5
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Health Policy GG,Hlth Servs & Pol Analysis,5,5
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Infectious Diseases & Immun GG,Infec Diseases & Immunity,4,4
2004-05,3,Doctoral,All,School of Public Health,School of Public Health,Public Health,Public Health,6,6
2004-05,3,Doctoral,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,8,8
2005-06,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,74,74
2005-06,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemical Biology,46,46
2005-06,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,49,49
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,87,86
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,102,102
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,330,328
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Computational Eng Science,14,14
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,4,3.5
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,23,22
2005-06,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,43,43
